@RELATION 05-TRAINING-WIDGET

@ATTRIBUTE positionleft NUMERIC
@ATTRIBUTE positiontop NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE height NUMERIC
@ATTRIBUTE childcount NUMERIC
@ATTRIBUTE domheight NUMERIC
@ATTRIBUTE domlevelmoreelements NUMERIC
@ATTRIBUTE domlevelelements NUMERIC
@ATTRIBUTE domwidth NUMERIC
@ATTRIBUTE mousex NUMERIC
@ATTRIBUTE mousey NUMERIC
@ATTRIBUTE numwords NUMERIC
@ATTRIBUTE numwordschild NUMERIC
@ATTRIBUTE numlinks NUMERIC
@ATTRIBUTE widget {Other,Dropdown}

@DATA
905.0,2677.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,2765.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,2853.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,2941.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,3029.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,3117.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,3205.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,3610.0,362.0,159.0,6.0,3.0,2.0,2.0,4.0,268.0,142.0,6.0,6.0,0.0,Other
905.0,3770.0,362.0,101.0,6.0,3.0,2.0,2.0,4.0,268.0,142.0,14.0,14.0,0.0,Other
905.0,3871.0,362.0,101.0,6.0,3.0,2.0,2.0,4.0,268.0,142.0,12.0,12.0,0.0,Other
905.0,3972.0,362.0,101.0,6.0,3.0,2.0,2.0,4.0,268.0,142.0,13.0,13.0,0.0,Other
905.0,4073.0,362.0,101.0,6.0,3.0,2.0,2.0,4.0,268.0,142.0,12.0,12.0,0.0,Other
591.0,193.0,245.0,135.0,18.0,5.0,2.0,3.0,10.0,535.0,148.0,15.0,2.14,5.0,Other
875.0,193.0,245.0,135.0,18.0,5.0,2.0,3.0,10.0,940.0,145.0,16.0,2.29,5.0,Other
0.0,367.0,264.0,42.0,55.0,5.0,1.0,12.0,28.0,94.0,367.0,26.0,1.86,14.0,Dropdown
0.0,325.0,264.0,37.0,2.0,1.0,1.0,2.0,2.0,62.0,341.0,1.0,1.0,0.0,Other
29.0,15.0,64.0,26.0,0.0,0.0,1.0,1.0,0.0,118.0,39.0,2.0,2.0,0.0,Other
0.0,0.0,0.0,0.0,82.0,5.0,1.0,20.0,21.0,118.0,39.0,18.0,18.0,20.0,Other
14.0,40.0,248.0,220.0,82.0,5.0,1.0,20.0,21.0,118.0,39.0,18.0,18.0,20.0,Other
93.0,15.0,63.0,26.0,0.0,0.0,1.0,1.0,0.0,118.0,39.0,2.0,2.0,0.0,Other
14.0,40.0,248.0,220.0,82.0,5.0,1.0,20.0,21.0,167.0,29.0,18.0,18.0,20.0,Other
156.0,15.0,63.0,26.0,0.0,0.0,1.0,1.0,0.0,167.0,29.0,1.0,1.0,0.0,Other
90.0,1340.0,736.0,0.0,0.0,0.0,1.0,1.0,0.0,309.0,867.0,0.0,0.0,0.0,Other
90.0,1340.0,736.0,0.0,0.0,0.0,1.0,1.0,0.0,309.0,867.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,309.0,867.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,309.0,867.0,0.0,0.0,0.0,Other
90.0,4114.0,736.0,47.0,0.0,0.0,1.0,1.0,0.0,310.0,1304.0,2.0,2.0,0.0,Other
90.0,1777.0,736.0,233.0,20.0,8.0,3.0,3.0,6.0,310.0,1304.0,42.0,8.4,2.0,Other
90.0,2042.0,736.0,241.0,20.0,8.0,3.0,3.0,6.0,310.0,1304.0,40.0,8.0,2.0,Other
90.0,2316.0,736.0,221.0,20.0,8.0,3.0,3.0,6.0,310.0,1304.0,33.0,6.6,2.0,Other
90.0,2569.0,736.0,219.0,31.0,11.0,2.0,3.0,14.0,310.0,1304.0,21.0,4.2,2.0,Other
90.0,2820.0,736.0,219.0,31.0,11.0,2.0,3.0,14.0,310.0,1304.0,21.0,4.2,2.0,Other
90.0,3072.0,736.0,241.0,20.0,8.0,3.0,3.0,6.0,310.0,1304.0,42.0,8.4,2.0,Other
90.0,3345.0,736.0,241.0,20.0,8.0,3.0,3.0,6.0,310.0,1304.0,36.0,7.2,2.0,Other
90.0,3619.0,736.0,221.0,20.0,8.0,3.0,3.0,6.0,310.0,1304.0,33.0,6.6,2.0,Other
90.0,3872.0,736.0,241.0,20.0,8.0,3.0,3.0,6.0,310.0,1304.0,38.0,7.6,2.0,Other
437.0,2404.0,388.0,84.0,3.0,3.0,1.0,1.0,1.0,310.0,1304.0,13.0,13.0,0.0,Other
437.0,2655.0,388.0,56.0,3.0,3.0,1.0,1.0,1.0,310.0,1304.0,12.0,12.0,0.0,Other
90.0,1337.0,736.0,0.0,0.0,0.0,1.0,1.0,0.0,310.0,1304.0,0.0,0.0,0.0,Other
90.0,1338.0,331.0,186.0,0.0,0.0,1.0,1.0,0.0,310.0,1304.0,0.0,0.0,0.0,Other
90.0,1512.0,331.0,186.0,0.0,0.0,1.0,1.0,0.0,310.0,1304.0,0.0,0.0,0.0,Other
905.0,279.0,177.0,34.0,0.0,0.0,1.0,1.0,0.0,1146.0,1916.0,2.0,2.0,0.0,Other
1082.0,279.0,177.0,34.0,0.0,0.0,1.0,1.0,0.0,1146.0,1916.0,2.0,2.0,0.0,Other
90.0,423.0,736.0,0.0,0.0,0.0,1.0,1.0,0.0,1152.0,1908.0,0.0,0.0,0.0,Other
90.0,1071.0,331.0,186.0,0.0,0.0,1.0,1.0,0.0,1357.0,1913.0,0.0,0.0,0.0,Other
90.0,1290.0,331.0,186.0,0.0,0.0,1.0,1.0,0.0,1357.0,1913.0,0.0,0.0,0.0,Other
90.0,1290.0,331.0,186.0,15.0,5.0,4.0,2.0,10.0,1357.0,1913.0,2.0,2.0,0.0,Other
90.0,1391.0,736.0,0.0,0.0,0.0,1.0,1.0,0.0,1357.0,1913.0,0.0,0.0,0.0,Other
90.0,1423.0,331.0,186.0,0.0,0.0,1.0,1.0,0.0,1357.0,1913.0,0.0,0.0,0.0,Other
90.0,1423.0,331.0,186.0,15.0,5.0,4.0,2.0,10.0,1357.0,1913.0,2.0,2.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1357.0,1913.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1357.0,1913.0,0.0,0.0,0.0,Other
90.0,1059.0,736.0,0.0,0.0,0.0,1.0,1.0,0.0,1357.0,1913.0,0.0,0.0,0.0,Other
90.0,1811.0,331.0,186.0,0.0,0.0,1.0,1.0,0.0,1357.0,1913.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
771.0,1232.0,234.0,17.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,7.0,7.0,0.0,Other
759.0,1323.0,570.0,1.0,12.0,4.0,2.0,4.0,4.0,-1.0,-1.0,36.0,9.0,4.0,Other
0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
769.0,141.0,546.0,175.0,18.0,3.0,2.0,13.0,15.0,-1.0,-1.0,20.0,1.54,0.0,Other
769.0,141.0,546.0,175.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
769.0,141.0,546.0,175.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,7.0,2.0,1.0,6.0,6.0,-1.0,-1.0,6.0,1.0,0.0,Other
0.0,44.0,160.0,34.0,12.0,3.0,1.0,3.0,6.0,149.0,50.0,7.0,1.75,3.0,Dropdown
0.0,78.0,160.0,34.0,16.0,3.0,1.0,5.0,8.0,46.0,80.0,9.0,1.5,5.0,Dropdown
0.0,256.0,160.0,34.0,16.0,3.0,1.0,5.0,8.0,56.0,265.0,9.0,1.5,5.0,Dropdown
0.0,290.0,160.0,34.0,12.0,3.0,1.0,3.0,6.0,53.0,300.0,5.0,1.25,3.0,Dropdown
182.0,94.0,560.0,38.0,9.0,3.0,1.0,3.0,6.0,724.0,124.0,31.0,6.2,1.0,Other
705.0,95.0,36.0,36.0,2.0,1.0,1.0,2.0,2.0,724.0,124.0,7.0,7.0,0.0,Other
705.0,231.0,36.0,36.0,2.0,1.0,1.0,2.0,2.0,722.0,239.0,3.0,3.0,0.0,Other
0.0,505.0,160.0,34.0,14.0,3.0,1.0,4.0,7.0,89.0,967.0,9.0,1.8,4.0,Dropdown
0.0,539.0,160.0,34.0,14.0,3.0,1.0,4.0,7.0,49.0,997.0,6.0,1.2,4.0,Dropdown
160.0,405.0,160.0,323.0,23.0,2.0,1.0,12.0,12.0,49.0,1029.0,14.0,1.17,11.0,Dropdown
0.0,573.0,160.0,34.0,30.0,3.0,1.0,12.0,15.0,49.0,1029.0,15.0,1.15,12.0,Dropdown
0.0,324.0,160.0,34.0,12.0,3.0,1.0,3.0,6.0,96.0,812.0,7.0,1.75,3.0,Dropdown
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
1265.0,33.0,82.0,29.0,1.0,1.0,1.0,1.0,1.0,1256.0,58.0,1.0,1.0,0.0,Other
1124.0,224.0,134.0,28.0,0.0,0.0,1.0,1.0,0.0,1244.0,46.0,3.0,3.0,0.0,Other
1123.0,33.0,136.0,29.0,1.0,1.0,1.0,1.0,1.0,1346.0,57.0,3.0,3.0,0.0,Other
1266.0,162.0,80.0,28.0,0.0,0.0,1.0,1.0,0.0,1320.0,50.0,1.0,1.0,0.0,Other
181.0,45.0,150.0,30.0,1.0,1.0,1.0,1.0,1.0,284.0,104.0,2.0,2.0,1.0,Other
181.0,75.0,151.0,30.0,1.0,1.0,1.0,1.0,1.0,284.0,104.0,2.0,2.0,1.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,284.0,104.0,64.0,64.0,0.0,Other
351.0,45.0,784.0,91.0,2.0,1.0,1.0,2.0,2.0,284.0,104.0,70.0,35.0,0.0,Other
1201.0,776.0,70.0,21.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,0.0,Other
918.0,391.0,284.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
955.0,366.0,50.0,15.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
918.0,395.0,280.0,421.0,36.0,3.0,1.0,8.0,24.0,-1.0,-1.0,77.0,3.85,4.0,Other
1101.0,766.0,250.0,41.0,3.0,2.0,1.0,1.0,2.0,-1.0,-1.0,2.0,2.0,0.0,Other
637.0,60.0,349.0,291.0,16.0,3.0,1.0,10.0,10.0,753.0,37.0,53.0,5.3,5.0,Dropdown
640.0,154.0,222.0,0.0,8.0,3.0,1.0,3.0,6.0,762.0,32.0,19.0,3.17,1.0,Other
790.0,60.0,312.0,252.0,22.0,3.0,1.0,7.0,14.0,900.0,37.0,18.0,2.57,8.0,Dropdown
933.0,60.0,209.0,211.0,19.0,4.0,1.0,4.0,13.0,1074.0,42.0,17.0,1.7,8.0,Dropdown
147.0,457.0,718.0,38.0,0.0,0.0,1.0,1.0,0.0,863.0,476.0,7.0,7.0,0.0,Other
147.0,495.0,718.0,1.0,4.0,3.0,1.0,1.0,2.0,850.0,473.0,10.0,5.0,1.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,850.0,473.0,0.0,0.0,0.0,Other
147.0,554.0,718.0,38.0,0.0,0.0,1.0,1.0,0.0,840.0,555.0,8.0,8.0,0.0,Other
147.0,592.0,718.0,1.0,4.0,3.0,1.0,1.0,2.0,841.0,566.0,6.0,3.0,1.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,841.0,566.0,0.0,0.0,0.0,Other
1101.0,766.0,250.0,41.0,3.0,2.0,1.0,1.0,2.0,-1.0,-1.0,2.0,2.0,0.0,Other
1156.0,776.0,159.0,21.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,0.0,Other
640.0,154.0,222.0,0.0,8.0,3.0,1.0,3.0,6.0,-1.0,-1.0,19.0,3.17,1.0,Other
918.0,391.0,284.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
955.0,366.0,50.0,15.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
918.0,395.0,280.0,421.0,36.0,3.0,1.0,8.0,24.0,-1.0,-1.0,77.0,3.85,4.0,Other
1101.0,766.0,250.0,41.0,3.0,2.0,1.0,1.0,2.0,-1.0,-1.0,2.0,2.0,0.0,Other
1156.0,776.0,159.0,21.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,0.0,Other
918.0,391.0,284.0,0.0,0.0,0.0,1.0,1.0,0.0,218.0,363.0,0.0,0.0,0.0,Other
955.0,366.0,50.0,15.0,0.0,0.0,1.0,1.0,0.0,218.0,363.0,1.0,1.0,0.0,Other
918.0,395.0,280.0,421.0,36.0,3.0,1.0,8.0,24.0,218.0,363.0,77.0,3.85,4.0,Other
640.0,154.0,222.0,0.0,8.0,3.0,1.0,3.0,6.0,272.0,407.0,19.0,3.17,1.0,Other
0.0,0.0,0.0,0.0,11.0,4.0,1.0,2.0,6.0,250.0,1807.0,20.0,4.0,3.0,Dropdown
178.0,174.0,71.0,17.0,0.0,0.0,1.0,1.0,0.0,250.0,1807.0,1.0,1.0,0.0,Other
1162.0,190.0,32.0,167.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,358.0,32.0,37.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,395.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,423.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,451.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,480.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,508.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,537.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,565.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,594.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,622.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,651.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,679.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,708.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,736.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,765.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,793.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,822.0,32.0,37.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,859.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,887.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,915.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,943.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,971.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,999.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1027.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1055.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1083.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1111.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1139.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1167.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1195.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1223.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1251.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1279.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1307.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1335.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1363.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1391.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1419.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1447.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1475.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1503.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1531.0,32.0,47.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1162.0,1578.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1606.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1634.0,32.0,37.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1671.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1699.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1727.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1755.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1783.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1811.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1839.0,32.0,28.0,7.0,3.0,1.0,2.0,4.0,1114.0,171.0,0.0,0.0,2.0,Other
1162.0,1867.0,32.0,28.0,9.0,3.0,1.0,3.0,5.0,1114.0,171.0,0.0,0.0,3.0,Other
1059.0,223.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1109.0,453.0,2.0,2.0,1.0,Other
1059.0,252.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1109.0,453.0,1.0,1.0,1.0,Other
425.0,614.0,844.0,45.0,2.0,2.0,1.0,1.0,2.0,1112.0,443.0,25.0,8.33,0.0,Other
425.0,188.0,591.0,420.0,0.0,0.0,1.0,1.0,0.0,1112.0,443.0,0.0,0.0,0.0,Other
1059.0,282.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1105.0,457.0,1.0,1.0,1.0,Other
895.0,55.0,400.0,100.0,3.0,2.0,1.0,1.0,2.0,158.0,379.0,0.0,0.0,1.0,Other
1059.0,398.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1126.0,516.0,2.0,2.0,1.0,Other
1059.0,516.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1126.0,516.0,2.0,2.0,1.0,Other
425.0,789.0,844.0,45.0,1.0,1.0,1.0,1.0,1.0,1126.0,531.0,22.0,22.0,0.0,Other
425.0,363.0,591.0,420.0,0.0,0.0,1.0,1.0,0.0,1126.0,531.0,0.0,0.0,0.0,Other
1059.0,604.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1102.0,605.0,2.0,2.0,1.0,Other
1059.0,633.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1074.0,635.0,2.0,2.0,1.0,Other
1059.0,583.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1127.0,752.0,4.0,4.0,1.0,Other
1059.0,613.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1060.0,795.0,5.0,5.0,1.0,Other
895.0,55.0,400.0,100.0,3.0,2.0,1.0,1.0,2.0,-1.0,-1.0,0.0,0.0,1.0,Other
1059.0,398.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1135.0,455.0,2.0,2.0,1.0,Other
1059.0,427.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1135.0,455.0,3.0,3.0,1.0,Other
425.0,789.0,844.0,22.0,1.0,1.0,1.0,1.0,1.0,1150.0,434.0,18.0,18.0,0.0,Other
425.0,363.0,591.0,420.0,0.0,0.0,1.0,1.0,0.0,1150.0,434.0,0.0,0.0,0.0,Other
1059.0,457.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1118.0,482.0,2.0,2.0,1.0,Other
1059.0,486.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1096.0,513.0,2.0,2.0,1.0,Other
1059.0,516.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1059.0,527.0,1.0,1.0,1.0,Other
1059.0,545.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1065.0,564.0,3.0,3.0,1.0,Other
1059.0,575.0,211.0,29.0,1.0,1.0,1.0,1.0,1.0,1071.0,596.0,3.0,3.0,1.0,Other
895.0,55.0,400.0,100.0,3.0,2.0,1.0,1.0,2.0,251.0,455.0,0.0,0.0,1.0,Other
8.0,32.0,152.0,26.0,0.0,0.0,1.0,1.0,0.0,149.0,19.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,3.0,87.0,33.0,5.0,1.67,0.0,Dropdown
8.0,57.0,152.0,26.0,0.0,0.0,1.0,1.0,0.0,87.0,33.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,77.0,58.0,2.0,1.0,0.0,Dropdown
0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,3.0,77.0,58.0,4.0,1.33,0.0,Dropdown
8.0,81.0,152.0,26.0,1.0,1.0,1.0,1.0,1.0,77.0,58.0,1.0,1.0,0.0,Other
8.0,106.0,152.0,26.0,0.0,0.0,1.0,1.0,0.0,76.0,83.0,1.0,1.0,0.0,Other
8.0,130.0,152.0,26.0,1.0,1.0,1.0,1.0,1.0,73.0,107.0,1.0,1.0,0.0,Other
117.0,299.0,54.0,36.0,1.0,1.0,1.0,1.0,1.0,107.0,293.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,851.0,83.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,43.0,3.0,2.0,31.0,39.0,851.0,83.0,83.0,2.18,32.0,Dropdown
1086.0,83.0,10.0,17.0,0.0,0.0,1.0,1.0,0.0,851.0,83.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,39.0,3.0,2.0,27.0,34.0,851.0,83.0,64.0,1.94,28.0,Dropdown
1221.0,83.0,10.0,17.0,0.0,0.0,1.0,1.0,0.0,851.0,83.0,0.0,0.0,0.0,Dropdown
1162.0,1873.0,172.0,84.0,13.0,2.0,1.0,4.0,8.0,851.0,83.0,25.0,25.0,5.0,Other
0.0,112.0,1351.0,451.0,46.0,4.0,2.0,31.0,40.0,851.0,83.0,80.0,2.16,32.0,Dropdown
846.0,83.0,10.0,17.0,0.0,0.0,1.0,1.0,0.0,851.0,83.0,0.0,0.0,0.0,Other
1086.0,83.0,10.0,17.0,0.0,0.0,1.0,1.0,0.0,1096.0,85.0,0.0,0.0,0.0,Other
1221.0,83.0,10.0,17.0,0.0,0.0,1.0,1.0,0.0,1114.0,96.0,0.0,0.0,0.0,Other
1162.0,1758.0,172.0,600.0,5.0,4.0,1.0,1.0,2.0,626.0,336.0,11.0,11.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,559.0,4685.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,559.0,4685.0,0.0,0.0,0.0,Other
8.0,8.0,152.0,26.0,1.0,1.0,1.0,1.0,1.0,532.0,13.0,1.0,1.0,0.0,Other
8.0,32.0,152.0,26.0,1.0,1.0,1.0,1.0,1.0,154.0,29.0,2.0,2.0,0.0,Other
8.0,57.0,152.0,26.0,1.0,1.0,1.0,1.0,1.0,70.0,36.0,2.0,2.0,0.0,Other
8.0,106.0,152.0,26.0,1.0,1.0,1.0,1.0,1.0,68.0,83.0,1.0,1.0,0.0,Other
